---;0;0;2;1460892621
---;140;280;0;1460892621
---;8;64;1;1460892621
---;0;0;2;1460892621
---;0;0;2;1460892621
---;8;118;1;1460892621
---;0;0;2;1460892621
---;0;0;2;1460892621
---;150;901;0;1460892621
---;8;287;1;1460892621
---;0;0;2;1460892621
---;0;0;2;1460892621
---;8;586;1;1460892622
---;0;0;2;1460892622
---;0;0;2;1460892622
---;150;1500;0;1460892622
---;7;494;1;1460892622
---;0;0;2;1460892622
---;0;0;2;1460892622
---;7;1039;1;1460892623
---;0;0;2;1460892623
---;0;0;2;1460892623
---;150;300;0;1460892623
---;8;59;1;1460892623
---;0;0;2;1460892623
---;0;0;2;1460892623
---;8;127;1;1460892623
---;0;0;2;1460892623
---;0;0;2;1460892623
---;160;972;0;1460892623
---;8;342;1;1460892623
---;0;0;2;1460892623
---;0;0;2;1460892623
---;8;687;1;1460892624
---;0;0;2;1460892624
---;0;0;2;1460892624
---;160;1600;0;1460892624
---;8;626;1;1460892624
---;0;0;2;1460892624
---;0;0;2;1460892624
---;8;1198;1;1460892626
---;0;0;2;1460892626
---;0;0;2;1460892626
---;160;320;0;1460892627
---;8;67;1;1460892627
---;0;0;2;1460892627
---;0;0;2;1460892627
---;8;147;1;1460892627
---;0;0;2;1460892627
---;0;0;2;1460892627
---;170;1043;0;1460892627
---;12;383;1;1460892627
---;0;0;2;1460892627
---;0;0;2;1460892627
---;12;797;1;1460892628
---;0;0;2;1460892628
---;0;0;2;1460892628
---;170;1700;0;1460892628
---;7;640;1;1460892628
---;0;0;2;1460892628
---;0;0;2;1460892628
---;7;1264;1;1460892630
---;0;0;2;1460892630
---;0;0;2;1460892630
---;170;340;0;1460892630
---;11;84;1;1460892630
---;0;0;2;1460892630
---;0;0;2;1460892630
---;11;166;1;1460892630
---;0;0;2;1460892630
---;0;0;2;1460892630
---;180;1114;0;1460892630
---;11;414;1;1460892630
---;0;0;2;1460892630
---;0;0;2;1460892630
---;11;805;1;1460892631
---;0;0;2;1460892631
---;0;0;2;1460892631
---;180;1800;0;1460892631
---;6;680;1;1460892631
---;0;0;2;1460892631
---;0;0;2;1460892631
---;6;1316;1;1460892633
---;0;0;2;1460892633
---;0;0;2;1460892633
---;180;360;0;1460892634
---;7;83;1;1460892634
---;0;0;2;1460892634
---;0;0;2;1460892634
---;7;156;1;1460892634
---;0;0;2;1460892634
---;0;0;2;1460892634
---;190;1186;0;1460892634
---;11;452;1;1460892634
---;0;0;2;1460892634
---;0;0;2;1460892634
---;11;905;1;1460892635
---;0;0;2;1460892635
---;0;0;2;1460892635
---;190;1900;0;1460892635
---;8;731;1;1460892635
---;0;0;2;1460892635
---;0;0;2;1460892635
---;8;1470;1;1460892637
---;0;0;2;1460892637
---;0;0;2;1460892637
---;190;380;0;1460892637
---;8;82;1;1460892637
---;0;0;2;1460892637
---;0;0;2;1460892637
---;8;162;1;1460892637
---;0;0;2;1460892637
---;0;0;2;1460892637
---;200;1259;0;1460892637
---;13;472;1;1460892637
---;0;0;2;1460892637
---;0;0;2;1460892637
---;13;979;1;1460892639
---;0;0;2;1460892639
---;0;0;2;1460892639
---;200;2000;0;1460892639
---;11;773;1;1460892639
---;0;0;2;1460892639
---;0;0;2;1460892639
---;11;1578;1;1460892642
---;0;0;2;1460892642
---;0;0;2;1460892642
---;200;400;0;1460892643
---;10;79;1;1460892643
---;0;0;2;1460892643
---;0;0;2;1460892643
---;10;189;1;1460892643
---;0;0;2;1460892643
---;0;0;2;1460892643
---;210;1332;0;1460892643
---;11;503;1;1460892643
---;0;0;2;1460892643
---;0;0;2;1460892643
---;11;1015;1;1460892644
---;0;0;2;1460892644
---;0;0;2;1460892644
---;210;2100;0;1460892644
---;9;798;1;1460892644
---;0;0;2;1460892644
---;0;0;2;1460892644
---;9;1616;1;1460892647
---;0;0;2;1460892647
---;0;0;2;1460892647
---;210;420;0;1460892647
---;13;103;1;1460892647
---;0;0;2;1460892647
---;0;0;2;1460892647
---;13;202;1;1460892647
---;0;0;2;1460892647
---;0;0;2;1460892647
---;220;1406;0;1460892647
---;9;515;1;1460892647
---;0;0;2;1460892647
---;0;0;2;1460892647
---;9;1053;1;1460892648
---;0;0;2;1460892648
---;0;0;2;1460892648
---;220;2200;0;1460892648
---;11;857;1;1460892649
---;0;0;2;1460892649
---;0;0;2;1460892649
---;11;1712;1;1460892653
---;0;0;2;1460892653
---;0;0;2;1460892653
---;220;440;0;1460892659
---;10;99;1;1460892659
---;0;0;2;1460892659
---;0;0;2;1460892659
---;10;202;1;1460892659
---;0;0;2;1460892659
---;0;0;2;1460892659
---;230;1480;0;1460892659
---;14;550;1;1460892659
---;0;0;2;1460892659
---;0;0;2;1460892659
---;14;1153;1;1460892661
---;0;0;2;1460892661
---;0;0;2;1460892661
---;230;2300;0;1460892661
---;13;921;1;1460892661
---;0;0;2;1460892661
---;0;0;2;1460892661
---;13;1870;1;1460892666
---;0;0;2;1460892666
---;0;0;2;1460892666
---;230;460;0;1460892666
---;12;106;1;1460892666
---;0;0;2;1460892666
---;0;0;2;1460892666
---;12;217;1;1460892666
---;0;0;2;1460892666
---;0;0;2;1460892666
---;240;1555;0;1460892667
---;15;637;1;1460892667
---;0;0;2;1460892667
---;0;0;2;1460892667
---;15;1222;1;1460892669
---;0;0;2;1460892669
---;0;0;2;1460892669
---;240;2400;0;1460892669
---;13;966;1;1460892669
---;0;0;2;1460892669
---;0;0;2;1460892669
---;13;1940;1;1460892680
---;0;0;2;1460892680
---;0;0;2;1460892680
---;240;480;0;1460892680
---;10;114;1;1460892680
---;0;0;2;1460892680
---;0;0;2;1460892680
---;10;221;1;1460892680
---;0;0;2;1460892680
---;0;0;2;1460892680
---;250;1630;0;1460892680
---;15;635;1;1460892680
---;0;0;2;1460892680
---;0;0;2;1460892680
---;15;1282;1;1460892683
---;0;0;2;1460892683
---;0;0;2;1460892683
---;250;2500;0;1460892683
---;14;1029;1;1460892683
---;0;0;2;1460892683
---;0;0;2;1460892683
---;14;2066;1;1460892689
---;0;0;2;1460892689
---;0;0;2;1460892689
---;250;500;0;1460892690
---;15;129;1;1460892690
---;0;0;2;1460892690
---;0;0;2;1460892690
---;15;245;1;1460892690
---;0;0;2;1460892690
---;0;0;2;1460892690
---;260;1705;0;1460892690
---;12;596;1;1460892690
---;0;0;2;1460892690
---;0;0;2;1460892690
---;12;1188;1;1460892692
---;0;0;2;1460892692
---;0;0;2;1460892692
---;260;2600;0;1460892692
---;14;1043;1;1460892692
---;0;0;2;1460892692
---;0;0;2;1460892692
---;14;2111;1;1460892698
---;0;0;2;1460892699
---;0;0;2;1460892699
---;260;520;0;1460892699
---;13;121;1;1460892699
---;0;0;2;1460892699
---;0;0;2;1460892699
---;13;242;1;1460892699
---;0;0;2;1460892699
---;0;0;2;1460892699
---;270;1781;0;1460892699
---;13;640;1;1460892700
---;0;0;2;1460892700
---;0;0;2;1460892700
---;13;1314;1;1460892701
---;0;0;2;1460892701
---;0;0;2;1460892701
---;270;2700;0;1460892701
---;13;1104;1;1460892702
---;0;0;2;1460892702
---;0;0;2;1460892702
---;13;2219;1;1460892708
---;0;0;2;1460892708
---;0;0;2;1460892708
---;270;540;0;1460892709
---;12;111;1;1460892709
---;0;0;2;1460892709
---;0;0;2;1460892709
---;12;238;1;1460892709
---;0;0;2;1460892709
---;0;0;2;1460892709
---;280;1857;0;1460892709
---;12;673;1;1460892709
---;0;0;2;1460892709
---;0;0;2;1460892709
---;12;1337;1;1460892712
---;0;0;2;1460892713
---;0;0;2;1460892713
---;280;2800;0;1460892713
---;18;1213;1;1460892713
---;0;0;2;1460892713
---;0;0;2;1460892713
---;18;2400;1;1460892722
---;0;0;2;1460892722
---;0;0;2;1460892722
---;280;560;0;1460892722
---;12;117;1;1460892722
---;0;0;2;1460892722
---;0;0;2;1460892722
---;12;263;1;1460892722
---;0;0;2;1460892722
---;0;0;2;1460892722
---;290;1934;0;1460892722
---;12;738;1;1460892723
---;0;0;2;1460892723
---;0;0;2;1460892723
---;12;1470;1;1460892726
---;0;0;2;1460892726
---;0;0;2;1460892726
---;290;2900;0;1460892726
---;13;1170;1;1460892726
---;0;0;2;1460892726
---;0;0;2;1460892726
---;13;2339;1;1460892737
---;0;0;2;1460892737
---;0;0;2;1460892737
---;290;580;0;1460892738
---;16;126;1;1460892738
---;2;31;2;1460892738
---;0;0;3;1460892738
---;0;0;3;1460892738
---;2;60;2;1460892738
---;0;0;3;1460892738
---;0;0;3;1460892738
---;16;287;1;1460892738
---;0;0;2;1460892738
---;0;0;2;1460892738
---;300;2011;0;1460892738
---;16;779;1;1460892738
---;0;0;2;1460892738
---;0;0;2;1460892738
---;16;1550;1;1460892743
---;0;0;2;1460892743
---;0;0;2;1460892743
---;300;3000;0;1460892743
---;15;1253;1;1460892743
---;0;0;2;1460892743
---;0;0;2;1460892743
---;15;2496;1;1460892752
---;0;0;2;1460892752
---;0;0;2;1460892752
